SC  LATITUDE  LONGITUDE  "Popular" or USGS Spring Name        TF   TC   P.P. 492  Circ. 790  NOAA  AMS                    USGS Quadrangle
NV   39.9880   -116.044  SIRI RANCH SPRING                     95   35        91       null     1  MILLETT                GARDEN VALLEY 15             
NV   40.2490   -115.409  SMITH RANCH SPRINGS                  149   65        34       null     7  ELKO                   RUBY LAKE NW 7.5             
NV   39.5260   -118.876  SODA LAKE                             86   30      null       null     4  RENO                   (SODA LAKE 15)               
NV   38.3430   -118.103  SODA SPRINGS                         100   38       110       null     4  WALKER LAKE            SODAVILLE 7.5                
NV   40.0880   -117.725  SOU (SEVEN DEVILS) HOT SPRINGS       185   85        68       153     19  WINNEMUCCA             CAIN MOUNTAIN 15             
NV   38.8230   -116.717  SOUTH MOSQUITO CREEK RANCH SPRINGS    95   35      null       null     2  TONOPAH                MOSQUITO CREEK 7.5           
NV   39.3280   -116.858  SPENCER HOT SPRINGS                  162   72        86       160     10  MILLETT                SPENCER HOT SPRINGS          
NV   39.8530   -119.719  SPRING                                73   23        53       null     3  RENO                   SUTCLIFFE 15                 
NV   36.5650   -115.623  SPRING                                79   26      null       null     3  LAS VEGAS              (INDIAN SPRINGS SE 7.5)      
NV   36.0020   -114.742  SPRING                               145   63      null       null     7  LAS VEGAS              (HOOVER DAM 15)              
NV   41.3980   -119.165  SPRING                                84   29         8       null     4  VYA                    SOLDIER MEADOW 7.5           
NV   41.5300   -118.570  SPRING                               104   40      null       null    11  VYA                    DUFFER PEAK 15               
NV   37.0740   -116.691  SPRING                                72   22      null       null     3  GOLDFIELD              THIRSTY CANYON 15            
NV   36.3630   -116.263  SPRING                                72   22      null       null    25  DEATH VALLEY           ASH MEADOWS 15               
NV   36.4040   -116.383  SPRING                                90   32      null       null    19  DEATH VALLEY           (ASH MEADOWS 15)             
NV   36.4140   -116.292  SPRING                                79   26      null       null    17  DEATH VALLEY           (ASH MEADOWS 15)             
NV   36.4370   -116.206  SPRING                                82   28      null       null    11  DEATH VALLEY           (AMARGOSA FLAT 7.5)          
NV   36.4500   -116.313  SPRING                                81   27      null       null    10  DEATH VALLEY           (ASH MEADOWS 15)             
NV   36.9420   -116.729  SPRING                                88   31      null       null     4  DEATH VALLEY           BARE MTN. 15                 
NV   36.9990   -116.706  SPRING                                72   22      null       null     1  DEATH VALLEY           BARE MTN. 15                 
NV   39.9170   -114.667  SPRING                                83   28      null       null     1  ELY                    null                         
NV   38.9500   -119.388  SPRING                                 W    W      null       null     2  WALKER LAKE            (WELLINGTON 15)              
NV   38.0270   -116.683  SPRING                                86   30      null       null    12  TONOPAH                null                         
NV   40.0250   -117.646  SPRING                                83   28      null       null    22  WINNEMUCCA             CAIN MOUNTAIN 15             
NV   40.9920   -117.763  SPRING                                93   34        18       null     1  WINNEMUCCA             ROSE CREEK 15                
NV   41.0660   -114.990  SPRING                                 W    W      null       null    15  WELLS                  WELLS 7.5                    
NV   40.1870   -116.805  SPRING                                72   22      null       null    16  WINNEMUCCA             CARICO LAKE 15               
NV   41.3650   -119.221  SPRING (HOT)                         122   50      null       null     8  VYA                    MUD MEADOW 7.5               
NV   41.3530   -119.216  SPRING (HOT)                         127   53      null       null    11  VYA                    MUD MEADOW 7.5               
NV   41.3860   -114.165  SPRING (HOT)                         111   44        27       null     8  WELLS                  TWELVEMILE RANCH 7.5         
NV   41.3220   -119.206  SPRINGS                               75   24      null       null    16  VYA                    MUD MEADOW 7.5               
NV   40.1270   -116.884  SPRINGS                               72   22      null       null    18  WINNEMUCCA             CARICO LAKE 15               
NV   41.3380   -119.168  SPRINGS                               79   26      null       null    13  VYA                    MUD MEADOW 7.5               
NV   36.4860   -114.329  SPRINGS                               77   25      null       null     4  LAS VEGAS              (OVERTON BEACH 15)           
NV   37.0290   -116.719  SPRINGS                               75   24      null       null     4  GOLDFIELD              THIRSTY CANYON 15            
NV   39.0680   -119.786  SPRINGS                               90   32      null       null    19  RENO                   GENOA 7.5                    
NV   40.8300   -119.538  SPRINGS                               84   29      null       null     4  LOVELOCK               null                         
NV   41.3390   -119.192  SPRINGS (HOT)                        127   53      null       null    12  VYA                    MUD MEADOW 7.5               
NV   41.3570   -119.188  SPRINGS (HOT)                        133   56      null       null     9  VYA                    MUD MEADOW 7.5               
NV   41.3780   -119.182  SPRINGS (HOT)                        136   58      null       null     7  VYA                    SOLDIER MEADOW 7.5           
NV   39.3880   -119.743  STEAMBOAT SPRINGS                    205   96      null       141     13  RENO                   STEAMBOAT 7.5                
NV   39.3800   -119.740  STEAMBOAT SPRINGS                    205   96        56       141     14  RENO                   STEAMBOAT 7.5                
NV   38.3980   -115.862  STORM SPRING                          99   37      null       null    14  LUND                   THE WALL NE 7.5              
NV   40.5850   -115.285  SULPHUR HOT SPRINGS                  205   96      null       169      6  ELKO                   LAMOILLE 15                  
NV   40.8640   -117.349  SULPHUR SPRING                         H    H      null       null     6  WINNEMUCCA             BROOKS SPRING 7.5            
NV   39.8320   -116.069  SULPHUR SPRING                        74   23        91       null     6  MILLETT                GARDEN VALLEY 15             
NV   41.4210   -117.388  THE HOT SPRINGS                      135   57        11       null     1  MCDERMITT              HOT SPRINGS PEAK 15          
NV   40.1460   -119.673  THE NEEDLE ROCKS HOT SPRING          208   98        49       139     12  LOVELOCK               THE NEEDLE ROCKS 7.5         
NV   40.1410   -119.687  THE NEEDLE ROCKS HOT SPRINGS         208   98        49       139     13  LOVELOCK               THE NEEDLE ROCKS 7.5         
NV   39.9010   -115.868  THOMPSON RANCH SPRING                 68   20        91       null     1  ELY                    DIAMOND SPRINGS 15           
NV   41.1590   -114.986  THREEMILE SPRING, SULPHUR HOT SPR    122   50        30       168     13  WELLS                  OXLEY PEAK 7.5               
NV   38.5740   -115.522  TOM SPRING                            72   22      null       null     7  LUND                   BLUE EAGLE SPRINGS 15        
NV   41.2430   -114.947  TWELVEMILE SPRING                    102   39      null       null    11  WELLS                  OXLEY PEAK 7.5               
NV   41.5910   -119.862  TWIN (VYA) SPRING                     71   22        35       null     3  VYA                    VYA 7.5                      
NV   39.8000   -114.653  UPPER SHELLBOURNE SPRING              74   23      null       null     3  ELY                    null                         
NV   38.5320   -116.465  UPPER WARM SPRING                     95   35      null       null     5  TONOPAH                LITTLE FISH LAKE 7.5         
NV   38.6980   -116.435  UPPER WARM SPRING, WARM SPRING       106   41      null       null     4  TONOPAH                UPPER FISH LAKE 7.5          
NV   39.1610   -119.183  WABUSKA HOT SPRINGS                  201   94        62       142     17  RENO                   WABUSKA 15                   
NV   38.9810   -119.833  WALLEYS HOT SPRINGS                  160   71        60       null     1  WALKER LAKE            MINDEN 7.5                   
